Run	Time	Name	X pos	Y pos

0	0.00	Bee099	18.50	5.50
0	0.00	Bee098	20.50	6.50
0	0.00	Bee097	22.50	2.50
0	0.00	Bee096	8.50	10.50
0	0.00	Bee095	39.50	9.50
0	0.00	Bee094	28.50	3.50
0	0.00	Bee093	10.50	5.50
0	0.00	Bee092	37.50	4.50
0	0.00	Bee091	36.50	8.50
0	0.00	Bee090	5.50	0.50
0	0.00	Bee089	19.50	1.50
0	0.00	Bee088	19.50	7.50
0	0.00	Bee087	9.50	7.50
0	0.00	Bee086	43.50	5.50
0	0.00	Bee085	13.50	1.50
0	0.00	Bee084	9.50	1.50
0	0.00	Bee083	31.50	2.50
0	0.00	Bee082	14.50	3.50
0	0.00	Bee081	33.50	5.50
0	0.00	Bee080	13.50	0.50
0	0.00	Bee079	47.50	6.50
0	0.00	Bee078	2.50	0.50
0	0.00	Bee077	30.50	1.50
0	0.00	Bee076	33.50	7.50
0	0.00	Bee075	2.50	5.50
0	0.00	Bee074	47.50	10.50
0	0.00	Bee073	25.50	3.50
0	0.00	Bee072	14.50	11.50
0	0.00	Bee071	7.50	4.50
0	0.00	Bee070	37.50	11.50
0	0.00	Bee069	7.50	10.50
0	0.00	Bee068	2.50	3.50
0	0.00	Bee067	27.50	0.50
0	0.00	Bee066	9.50	5.50
0	0.00	Bee065	38.50	0.50
0	0.00	Bee064	39.50	7.50
0	0.00	Bee063	30.50	2.50
0	0.00	Bee062	37.50	9.50
0	0.00	Bee061	44.50	6.50
0	0.00	Bee060	3.50	1.50
0	0.00	Bee059	23.50	4.50
0	0.00	Bee058	7.50	5.50
0	0.00	Bee057	13.50	8.50
0	0.00	Bee056	23.50	2.50
0	0.00	Bee055	6.50	3.50
0	0.00	Bee054	20.50	7.50
0	0.00	Bee053	7.50	8.50
0	0.00	Bee052	12.50	1.50
0	0.00	Bee051	43.50	1.50
0	0.00	Bee050	38.50	3.50
0	0.00	Bee049	29.50	8.50
0	0.00	Bee048	34.50	1.50
0	0.00	Bee047	30.50	0.50
0	0.00	Bee046	19.50	0.50
0	0.00	Bee045	23.50	3.50
0	0.00	Bee044	48.50	8.50
0	0.00	Bee043	3.50	9.50
0	0.00	Bee042	21.50	8.50
0	0.00	Bee041	40.50	2.50
0	0.00	Bee040	17.50	11.50
0	0.00	Bee039	35.50	2.50
0	0.00	Bee038	15.50	9.50
0	0.00	Bee037	0.50	3.50
0	0.00	Bee036	29.50	4.50
0	0.00	Bee035	36.50	11.50
0	0.00	Bee034	37.50	1.50
0	0.00	Bee033	2.50	4.50
0	0.00	Bee032	19.50	8.50
0	0.00	Bee031	29.50	6.50
0	0.00	Bee030	39.50	5.50
0	0.00	Bee029	9.50	2.50
0	0.00	Bee028	30.50	11.50
0	0.00	Bee027	35.50	10.50
0	0.00	Bee026	22.50	4.50
0	0.00	Bee025	14.50	7.50
0	0.00	Bee024	14.50	1.50
0	0.00	Bee023	28.50	1.50
0	0.00	Bee022	31.50	4.50
0	0.00	Bee021	48.50	9.50
0	0.00	Bee020	38.50	6.50
0	0.00	Bee019	12.50	0.50
0	0.00	Bee018	7.50	0.50
0	0.00	Bee017	46.50	10.50
0	0.00	Bee016	27.50	6.50
0	0.00	Bee015	15.50	7.50
0	0.00	Bee014	15.50	2.50
0	0.00	Bee013	46.50	0.50
0	0.00	Bee012	11.50	4.50
0	0.00	Bee011	1.50	5.50
0	0.00	Bee010	4.50	3.50
0	0.00	Bee009	31.50	11.50
0	0.00	Bee008	31.50	1.50
0	0.00	Bee007	3.50	6.50
0	0.00	Bee006	17.50	8.50
0	0.00	Bee005	35.50	9.50
0	0.00	Bee004	29.50	10.50
0	0.00	Bee003	35.50	5.50
0	0.00	Bee002	26.50	3.50
0	0.00	Bee001	20.50	11.50
0	0.00	Bee000	38.50	1.50
0	0.00	Bee099	10.50	9.50
0	0.00	Bee098	10.50	34.50
0	0.00	Bee097	5.50	9.50
0	0.00	Bee096	9.50	30.50
0	0.00	Bee095	10.50	43.50
0	0.00	Bee094	3.50	44.50
0	0.00	Bee093	6.50	40.50
0	0.00	Bee092	4.50	11.50
0	0.00	Bee091	3.50	15.50
0	0.00	Bee090	10.50	46.50
0	0.00	Bee089	4.50	45.50
0	0.00	Bee088	7.50	32.50
0	0.00	Bee087	1.50	8.50
0	0.00	Bee086	1.50	25.50
0	0.00	Bee085	1.50	20.50
0	0.00	Bee084	1.50	39.50
0	0.00	Bee083	4.50	42.50
0	0.00	Bee082	2.50	20.50
0	0.00	Bee081	9.50	45.50
0	0.00	Bee080	1.50	2.50
0	0.00	Bee079	10.50	4.50
0	0.00	Bee078	7.50	9.50
0	0.00	Bee077	0.50	23.50
0	0.00	Bee076	11.50	3.50
0	0.00	Bee075	4.50	26.50
0	0.00	Bee074	11.50	12.50
0	0.00	Bee073	11.50	14.50
0	0.00	Bee072	10.50	44.50
0	0.00	Bee071	8.50	27.50
0	0.00	Bee070	5.50	33.50
0	0.00	Bee069	10.50	1.50
0	0.00	Bee068	4.50	12.50
0	0.00	Bee067	1.50	14.50
0	0.00	Bee066	9.50	25.50
0	0.00	Bee065	8.50	18.50
0	0.00	Bee064	5.50	29.50
0	0.00	Bee063	0.50	37.50
0	0.00	Bee062	8.50	25.50
0	0.00	Bee061	10.50	36.50
0	0.00	Bee060	11.50	21.50
0	0.00	Bee059	5.50	22.50
0	0.00	Bee058	10.50	11.50
0	0.00	Bee057	8.50	4.50
0	0.00	Bee056	8.50	37.50
0	0.00	Bee055	2.50	25.50
0	0.00	Bee054	0.50	32.50
0	0.00	Bee053	1.50	27.50
0	0.00	Bee052	10.50	32.50
0	0.00	Bee051	10.50	0.50
0	0.00	Bee050	4.50	6.50
0	0.00	Bee049	11.50	47.50
0	0.00	Bee048	6.50	9.50
0	0.00	Bee047	10.50	3.50
0	0.00	Bee046	11.50	5.50
0	0.00	Bee045	3.50	17.50
0	0.00	Bee044	6.50	33.50
0	0.00	Bee043	4.50	0.50
0	0.00	Bee042	4.50	43.50
0	0.00	Bee041	10.50	31.50
0	0.00	Bee040	1.50	24.50
0	0.00	Bee039	3.50	33.50
0	0.00	Bee038	1.50	6.50
0	0.00	Bee037	4.50	19.50
0	0.00	Bee036	0.50	28.50
0	0.00	Bee035	5.50	28.50
0	0.00	Bee034	6.50	44.50
0	0.00	Bee033	0.50	24.50
0	0.00	Bee032	0.50	27.50
0	0.00	Bee031	0.50	9.50
0	0.00	Bee030	2.50	14.50
0	0.00	Bee029	6.50	45.50
0	0.00	Bee028	10.50	8.50
0	0.00	Bee027	4.50	4.50
0	0.00	Bee026	6.50	35.50
0	0.00	Bee025	7.50	24.50
0	0.00	Bee024	4.50	29.50
0	0.00	Bee023	2.50	31.50
0	0.00	Bee022	6.50	30.50
0	0.00	Bee021	0.50	8.50
0	0.00	Bee020	9.50	13.50
0	0.00	Bee019	2.50	24.50
0	0.00	Bee018	1.50	28.50
0	0.00	Bee017	0.50	22.50
0	0.00	Bee016	9.50	6.50
0	0.00	Bee015	7.50	11.50
0	0.00	Bee014	8.50	9.50
0	0.00	Bee013	6.50	10.50
0	0.00	Bee012	4.50	15.50
0	0.00	Bee011	11.50	45.50
0	0.00	Bee010	8.50	15.50
0	0.00	Bee009	9.50	0.50
0	0.00	Bee008	9.50	39.50
0	0.00	Bee007	7.50	39.50
0	0.00	Bee006	11.50	25.50
0	0.00	Bee005	1.50	46.50
0	0.00	Bee004	7.50	36.50
0	0.00	Bee003	9.50	14.50
0	0.00	Bee002	10.50	49.50
0	0.00	Bee001	3.50	42.50
0	0.00	Bee000	6.50	2.50
0	0.00	Bee099	48.50	30.50
0	0.00	Bee098	39.50	6.50
0	0.00	Bee097	43.50	29.50
0	0.00	Bee096	44.50	13.50
0	0.00	Bee095	47.50	33.50
0	0.00	Bee094	38.50	2.50
0	0.00	Bee093	39.50	39.50
0	0.00	Bee092	44.50	16.50
0	0.00	Bee091	45.50	39.50
0	0.00	Bee090	49.50	37.50
0	0.00	Bee089	49.50	24.50
0	0.00	Bee088	42.50	23.50
0	0.00	Bee087	38.50	49.50
0	0.00	Bee086	38.50	8.50
0	0.00	Bee085	41.50	1.50
0	0.00	Bee084	49.50	20.50
0	0.00	Bee083	39.50	8.50
0	0.00	Bee082	49.50	2.50
0	0.00	Bee081	41.50	37.50
0	0.00	Bee080	49.50	1.50
0	0.00	Bee079	48.50	0.50
0	0.00	Bee078	45.50	17.50
0	0.00	Bee077	44.50	39.50
0	0.00	Bee076	42.50	40.50
0	0.00	Bee075	46.50	11.50
0	0.00	Bee074	47.50	45.50
0	0.00	Bee073	44.50	5.50
0	0.00	Bee072	47.50	38.50
0	0.00	Bee071	40.50	45.50
0	0.00	Bee070	47.50	47.50
0	0.00	Bee069	38.50	11.50
0	0.00	Bee068	46.50	2.50
0	0.00	Bee067	47.50	12.50
0	0.00	Bee066	41.50	23.50
0	0.00	Bee065	45.50	2.50
0	0.00	Bee064	46.50	46.50
0	0.00	Bee063	41.50	14.50
0	0.00	Bee062	47.50	28.50
0	0.00	Bee061	48.50	14.50
0	0.00	Bee060	40.50	33.50
0	0.00	Bee059	43.50	32.50
0	0.00	Bee058	43.50	39.50
0	0.00	Bee057	45.50	1.50
0	0.00	Bee056	39.50	37.50
0	0.00	Bee055	49.50	4.50
0	0.00	Bee054	42.50	46.50
0	0.00	Bee053	38.50	33.50
0	0.00	Bee052	41.50	22.50
0	0.00	Bee051	47.50	17.50
0	0.00	Bee050	41.50	29.50
0	0.00	Bee049	47.50	13.50
0	0.00	Bee048	45.50	48.50
0	0.00	Bee047	41.50	16.50
0	0.00	Bee046	48.50	1.50
0	0.00	Bee045	38.50	42.50
0	0.00	Bee044	48.50	44.50
0	0.00	Bee043	43.50	33.50
0	0.00	Bee042	49.50	38.50
0	0.00	Bee041	47.50	4.50
0	0.00	Bee040	40.50	15.50
0	0.00	Bee039	42.50	26.50
0	0.00	Bee038	43.50	9.50
0	0.00	Bee037	45.50	19.50
0	0.00	Bee036	48.50	34.50
0	0.00	Bee035	41.50	47.50
0	0.00	Bee034	44.50	20.50
0	0.00	Bee033	40.50	6.50
0	0.00	Bee032	39.50	33.50
0	0.00	Bee031	40.50	0.50
0	0.00	Bee030	42.50	9.50
